row_no	sent_id	sentence	STARK Number of nodes	SyntComplex # tokens	nodes match?	STARK MDD	SyntComplex MDD raw	SyntComplex MDD rounded like STARK	MDD match?	STARK NDD	SyntComplex NDD raw	SyntComplex NDD rounded like STARK	NDD match?	STARK Max depth	SyntComplex MAXIMUM_TREE_DEPTH	Max depth match?	STARK N clauses	SyntComplex # clauses	N clauses match?	STARK N T-units	SyntComplex # T-units	N T-units match?	STARK Clauses/T-unit	SyntComplex Clauses/T-unit raw	SyntComplex Clauses/T-unit rounded like STARK	Clauses/T-unit match?	STARK example	STARK tree	mismatch note
8907	ssj457.2514.8907	V njej je Akademski pevski zbor 12. decembra 1941 zaključil provokativni koncert s pesmijo Lipa in se z njo zavil v kulturni molk.	24	24	yes	2.77	2.772727272727273	2.77	yes	1.68	1.6769823623611853	1.68	yes	4	4	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[V] B[njej] C[je] D[Akademski] E[pevski] F[zbor] G[12.] H[decembra] I[1941] J[zaključil] K[provokativni] L[koncert] M[s] N[pesmijo] O[Lipa] P[in] Q[se] R[z] S[njo] T[zavil] U[v] V[kulturni] W[molk]X[.] 	(V <case njej) <obl je <aux (Akademski <amod pevski <amod zbor) <nsubj (12. <nummod decembra >nummod 1941) <obl zaključil >obj (provokativni <amod koncert) >obl (s <case pesmijo >nmod Lipa) >conj (in <cc se <expl (z <case njo) <obl zavil >obl (v <case kulturni <amod molk)) >punct .	
8908	ssj458.2515.8908	Stvar mi postaja močno sumljiva.	6	6	yes	1.50	1.5	1.50	yes	0.84	0.8369882167858357	0.84	yes	3	3	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Stvar] B[mi] C[postaja] D[močno] E[sumljiva]F[.] 	Stvar <nsubj mi <iobj postaja >xcomp (močno <advmod sumljiva) >punct .	
8909	ssj458.2515.8909	Na eni strani smo dobili zakon, v katerem piše, kaj se sme in kaj ne in pod kakšnimi pogoji.	22	22	yes	2.17	2.1666666666666665	2.17	yes	1.48	1.4767149469316507	1.48	yes	6	6	yes	3.00	3	yes	1.00	1	yes	3.00	3.0	3.00	yes	A[Na] B[eni] C[strani] D[smo] E[dobili] F[zakon]G[,] H[v] I[katerem] J[piše]K[,] L[kaj] M[se] N[sme] O[in] P[kaj] Q[ne] R[in] S[pod] T[kakšnimi] U[pogoji]V[.] 	(Na <case eni <nummod strani) <obl smo <aux dobili >obj (zakon >acl (, <punct (v <case katerem) <obl piše >ccomp (, <punct kaj <nsubj se <expl sme >conj (in <cc kaj <orphan ne) >conj (in <cc pod <case kakšnimi <det pogoji)))) >punct .	
8910	ssj458.2515.8910	Pravite pa, da se bistva ne dotika in da ni operativne kontrole s strani pristojnih organov.	18	18	yes	2.20	2.2	2.20	yes	0.57	0.5655677401868349	0.57	yes	7	7	yes	3.00	3	yes	2.00	2	yes	1.50	1.5	1.50	yes	A[Pravite] B[pa]C[,] D[da] E[se] F[bistva] G[ne] H[dotika] I[in] J[da] K[ni] L[operativne] M[kontrole] N[s] O[strani] P[pristojnih] Q[organov]R[.] 	Pravite >advmod pa >ccomp (, <punct da <mark se <expl bistva <obj ne <advmod dotika >conj (in <cc da <mark ni >nsubj (operativne <amod kontrole >nmod (s <case strani >nmod (pristojnih <amod organov))))) >punct .	
8911	ssj458.2515.8911	Mar tak zakon ne uzakonja ekstremizma?	7	7	yes	1.80	1.8	1.80	yes	1.02	1.0216512475319814	1.02	yes	3	3	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Mar] B[tak] C[zakon] D[ne] E[uzakonja] F[ekstremizma]G[?] 	Mar <advmod (tak <det zakon) <nsubj ne <advmod uzakonja >obj ekstremizma >punct ?	
8912	ssj458.2515.8912	Vse skupaj mi diši po zakonu o zaščiti redke živalske vrste v banana republiki, kjer si ga državljani potem razlagajo po svoje, če zanj sploh vedo?	29	29	yes	2.60	2.6	2.60	yes	1.35	1.3470736479666092	1.35	yes	7	7	yes	3.00	3	yes	1.00	1	yes	3.00	3.0	3.00	yes	A[Vse] B[skupaj] C[mi] D[diši] E[po] F[zakonu] G[o] H[zaščiti] I[redke] J[živalske] K[vrste] L[v] M[banana] N[republiki]O[,] P[kjer] Q[si] R[ga] S[državljani] T[potem] U[razlagajo] V[po] W[svoje]X[,] Y[če] Z[zanj] A[sploh] B[vedo]C[?] 	Vse <nsubj skupaj <advmod mi <iobj diši >obl (po <case zakonu >nmod (o <case zaščiti >nmod (redke <amod živalske <amod vrste) >nmod (v <case banana <nmod republiki >acl (, <punct kjer <mark si <expl ga <obj državljani <nsubj potem <advmod razlagajo >obl (po <case svoje) >advcl (, <punct če <mark zanj <obl sploh <advmod vedo))))) >punct ?	
8913	ssj459.2516.8913	Slovenske zavarovalnice so uspešne bolj kot kadar koli in so že dovolj sanirane, ne glede na izkazane rezultate, meni Mirko Kaluža, direktor Slovenskega zavarovalnega združenja.	29	29	yes	2.92	2.9166666666666665	2.92	yes	1.21	1.2117326840325047	1.21	yes	6	6	yes	3.00	3	yes	3.00	3	yes	1.00	1.0	1.00	yes	A[Slovenske] B[zavarovalnice] C[so] D[uspešne] E[bolj] F[kot] G[kadar] H[koli] I[in] J[so] K[že] L[dovolj] M[sanirane]N[,] O[ne] P[glede] Q[na] R[izkazane] S[rezultate]T[,] U[meni] V[Mirko] W[Kaluža]X[,] Y[direktor] Z[Slovenskega] A[zavarovalnega] B[združenja]C[.] 	(Slovenske <amod zavarovalnice) <nsubj so <cop uspešne >advmod (bolj >obl (kot <case kadar >fixed koli)) >conj (in <cc so <cop že <advmod dovolj <advmod sanirane >obl (, <punct (ne >fixed glede >fixed na) <case izkazane <amod rezultate)) >parataxis (, <punct meni >nsubj (Mirko >flat Kaluža >appos (, <punct direktor >nmod (Slovenskega <amod zavarovalnega <amod združenja)))) >punct .	
8914	ssj459.2516.8914	Kot pojasnjuje, se solventnostne zahteve po kapitalu v zavarovalnicah iz leta v leto povečujejo, še posebno pa so se zahteve po rezervacijah povečale po lanskih dogodkih v ZDA, kar se v bilancah zavarovalnic lahko pokaže kot izguba.	41	41	yes	3.67	3.6666666666666665	3.67	yes	1.85	1.846501585648899	1.85	yes	5	5	yes	4.00	4	yes	3.00	3	yes	1.33	1.3333333333333333	1.33	yes	A[Kot] B[pojasnjuje]C[,] D[se] E[solventnostne] F[zahteve] G[po] H[kapitalu] I[v] J[zavarovalnicah] K[iz] L[leta] M[v] N[leto] O[povečujejo]P[,] Q[še] R[posebno] S[pa] T[so] U[se] V[zahteve] W[po] X[rezervacijah] Y[povečale] Z[po] A[lanskih] B[dogodkih] C[v] D[ZDA]E[,] F[kar] G[se] H[v] I[bilancah] J[zavarovalnic] K[lahko] L[pokaže] M[kot] N[izguba]O[.] 	(Kot <mark pojasnjuje >punct ,) <advcl se <expl (solventnostne <amod zahteve >nmod (po <case kapitalu)) <nsubj (v <case zavarovalnicah) <obl (iz <case leta) <obl (v <case leto) <obl povečujejo >parataxis (, <punct (še >fixed posebno) <advmod pa <advmod so <aux se <expl (zahteve >nmod (po <case rezervacijah)) <nsubj povečale >obl (po <case lanskih <amod dogodkih >nmod (v <case ZDA)) >parataxis (, <punct kar <nsubj se <expl (v <case bilancah >nmod zavarovalnic) <obl lahko <advmod pokaže >obl (kot <case izguba))) >punct .	
8915	ssj459.2516.8915	Potrebe po dodatnem kapitalu se bodo po njegovih besedah še pojavljale.	12	12	yes	3.30	3.3	3.30	yes	1.16	1.1563177144237735	1.16	yes	4	4	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Potrebe] B[po] C[dodatnem] D[kapitalu] E[se] F[bodo] G[po] H[njegovih] I[besedah] J[še] K[pojavljale]L[.] 	(Potrebe >nmod (po <case dodatnem <amod kapitalu)) <nsubj se <expl bodo <aux (po <case njegovih <det besedah) <obl še <advmod pojavljale >punct .	
8916	ssj459.2516.8916	Kaluža priznava, da ga bolj skrbi poslovanje v pogojih odprtega trga, saj imajo zavarovalnice že na domačem trgu hudo konkurenco.	23	23	yes	2.53	2.526315789473684	2.53	yes	0.89	0.8920310481217425	0.89	yes	6	6	yes	3.00	3	yes	2.00	2	yes	1.50	1.5	1.50	yes	A[Kaluža] B[priznava]C[,] D[da] E[ga] F[bolj] G[skrbi] H[poslovanje] I[v] J[pogojih] K[odprtega] L[trga]M[,] N[saj] O[imajo] P[zavarovalnice] Q[že] R[na] S[domačem] T[trgu] U[hudo] V[konkurenco]W[.] 	Kaluža <nsubj priznava >ccomp (, <punct da <mark ga <obj bolj <advmod skrbi >nsubj (poslovanje >nmod (v <case pogojih >nmod (odprtega <amod trga))) >punct , >conj (saj <cc imajo >nsubj zavarovalnice >obl (že <advmod na <case domačem <amod trgu) >obj (hudo <amod konkurenco))) >punct .	
8917	ssj459.2516.8917	Specializirane zavarovalnice so zelo uspešne, saj poslujejo v tržnih nišah, v katerih so se dobro znašle.	19	19	yes	2.33	2.3333333333333335	2.33	yes	1.31	1.3114461963809516	1.31	yes	6	6	yes	3.00	3	yes	2.00	2	yes	1.50	1.5	1.50	yes	A[Specializirane] B[zavarovalnice] C[so] D[zelo] E[uspešne]F[,] G[saj] H[poslujejo] I[v] J[tržnih] K[nišah]L[,] M[v] N[katerih] O[so] P[se] Q[dobro] R[znašle]S[.] 	(Specializirane <amod zavarovalnice) <nsubj so <cop zelo <advmod uspešne >conj (, <punct saj <cc poslujejo >obl (v <case tržnih <amod nišah >acl (, <punct (v <case katerih) <obl so <aux se <expl dobro <advmod znašle))) >punct .	
8918	ssj459.2516.8918	Druge, predvsem Zavarovalnica Maribor, Slovenica, Adriatic in Tilia, pa se morajo kosati z močnim Triglavom, kar je lahko z razvojnega vidika teh zavarovalnic bolj skrb zbujajoče.	32	32	yes	4.12	4.12	4.12	yes	1.55	1.5476098496237705	1.55	yes	5	5	yes	3.00	3	yes	2.00	2	yes	1.50	1.5	1.50	yes	A[Druge]B[,] C[predvsem] D[Zavarovalnica] E[Maribor]F[,] G[Slovenica]H[,] I[Adriatic] J[in] K[Tilia]L[,] M[pa] N[se] O[morajo] P[kosati] Q[z] R[močnim] S[Triglavom]T[,] U[kar] V[je] W[lahko] X[z] Y[razvojnega] Z[vidika] A[teh] B[zavarovalnic] C[bolj] D[skrb] E[zbujajoče]F[.] 	(Druge >appos (, <punct predvsem <advmod Zavarovalnica >nmod Maribor >conj (, <punct Slovenica) >conj (, <punct Adriatic) >conj (in <cc Tilia) >punct ,)) <nsubj pa <advmod morajo >xcomp (se <expl kosati >obl (z <case močnim <amod Triglavom)) >parataxis (, <punct kar <nsubj je <cop lahko <advmod (z <case razvojnega <amod vidika >nmod (teh <det zavarovalnic)) <obl bolj <advmod skrb <obj zbujajoče) >punct .	
8919	ssj459.2516.8919	Upam, da bo prišlo do vseh združitev med zavarovalnicami, ki so bile načrtovane, saj bi se njihov tržni položaj spremenil, meni Kaluža.	27	27	yes	4.52	4.523809523809524	4.52	yes	0.01	0.012906764984593646	0.01	yes	5	5	yes	5.00	5	yes	3.00	3	yes	1.67	1.6666666666666667	1.67	yes	A[Upam]B[,] C[da] D[bo] E[prišlo] F[do] G[vseh] H[združitev] I[med] J[zavarovalnicami]K[,] L[ki] M[so] N[bile] O[načrtovane]P[,] Q[saj] R[bi] S[se] T[njihov] U[tržni] V[položaj] W[spremenil]X[,] Y[meni] Z[Kaluža]A[.] 	Upam >ccomp (, <punct da <mark bo <aux prišlo >obl (do <case vseh <det združitev >nmod (med <case zavarovalnicami) >acl (, <punct ki <mark so <aux bile <cop načrtovane)) >punct ,) >conj (saj <cc bi <aux se <expl (njihov <det tržni <amod položaj) <nsubj spremenil) >parataxis (, <punct meni >nsubj Kaluža) >punct .	
8920	ssj459.2517.8920	Na Danskem je prepovedano točiti pivo in vino mlajšim od 15 let, v Avstriji, Franciji, Nemčiji, Italiji in Španiji mlajšim od 16 let, pri čemer se starostna meja za žgane pijače dvigne na 18 let.	41	41	yes	4.15	4.147058823529412	4.15	yes	1.03	1.033928077106019	1.03	yes	5	5	yes	3.00	3	yes	2.00	2	yes	1.50	1.5	1.50	yes	A[Na] B[Danskem] C[je] D[prepovedano] E[točiti] F[pivo] G[in] H[vino] I[mlajšim] J[od] K[15] L[let]M[,] N[v] O[Avstriji]P[,] Q[Franciji]R[,] S[Nemčiji]T[,] U[Italiji] V[in] W[Španiji] X[mlajšim] Y[od] Z[16] A[let]B[,] C[pri] D[čemer] E[se] F[starostna] G[meja] H[za] I[žgane] J[pijače] K[dvigne] L[na] M[18] N[let]O[.] 	je <cop prepovedano >csubj ((Na <case Danskem) <obl točiti >obj (pivo >conj (in <cc vino)) >iobj (mlajšim >nmod (od <case 15 <nummod let))) >parataxis (, <punct (v <case Avstriji >conj (, <punct Franciji) >conj (, <punct Nemčiji) >conj (, <punct Italiji) >conj (in <cc Španiji)) <orphan mlajšim >nmod (od <case 16 <nummod let)) >parataxis (, <punct (pri <case čemer) <obl se <expl (starostna <amod meja >nmod (za <case žgane <amod pijače)) <nsubj dvigne >obl (na <case 18 <nummod let)) >punct .	
8921	ssj459.2517.8921	V Veliki Britaniji ta meja velja tudi za točenje piva in vina.	13	13	yes	1.55	1.5454545454545454	1.55	yes	1.66	1.6595092997553673	1.66	yes	5	5	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[V] B[Veliki] C[Britaniji] D[ta] E[meja] F[velja] G[tudi] H[za] I[točenje] J[piva] K[in] L[vina]M[.] 	(V <case Veliki <amod Britaniji) <obl (ta <det meja) <nsubj velja >advmod tudi >xcomp (za <case točenje >nmod (piva >conj (in <cc vina))) >punct .	
8922	ssj459.2517.8922	V tem pogledu so najmanj liberalni na Finskem, Švedskem in Irskem, kjer je vino in pivo prepovedano točiti mlajšim od 18 let, žganje pa mlajšim od 20 let.	32	32	yes	2.59	2.5925925925925926	2.59	yes	1.59	1.5911397915711623	1.59	yes	7	7	yes	3.00	3	yes	1.00	1	yes	3.00	3.0	3.00	yes	A[V] B[tem] C[pogledu] D[so] E[najmanj] F[liberalni] G[na] H[Finskem]I[,] J[Švedskem] K[in] L[Irskem]M[,] N[kjer] O[je] P[vino] Q[in] R[pivo] S[prepovedano] T[točiti] U[mlajšim] V[od] W[18] X[let]Y[,] Z[žganje] A[pa] B[mlajšim] C[od] D[20] E[let]F[.] 	(V <case tem <det pogledu) <obl so <cop najmanj <advmod liberalni >obl (na <case Finskem >conj (, <punct Švedskem) >conj (in <cc Irskem) >acl (, <punct kjer <mark je <cop prepovedano >csubj ((vino >conj (in <cc pivo)) <obj točiti >iobj (mlajšim >nmod (od <case 18 <nummod let))) >parataxis (, <punct žganje >orphan pa >orphan (mlajšim >nmod (od <case 20 <nummod let))))) >punct .	
8923	ssj459.2517.8923	Nekoliko manj strogi so pri prepovedi prodajanja alkoholnih pijač v trgovinah.	12	12	yes	1.60	1.6	1.60	yes	1.23	1.2305950615853423	1.23	yes	5	5	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Nekoliko] B[manj] C[strogi] D[so] E[pri] F[prepovedi] G[prodajanja] H[alkoholnih] I[pijač] J[v] K[trgovinah]L[.] 	(Nekoliko <advmod manj) <advmod strogi >cop so >obl (pri <case prepovedi >nmod (prodajanja >nmod (alkoholnih <amod pijač) >nmod (v <case trgovinah))) >punct .	
8924	ssj459.2517.8924	So pa nekatere druge zanimivosti.	6	6	yes	2.00	2.0	2.00	yes	0.00	0.0	0.00	yes	3	3	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[So] B[pa] C[nekatere] D[druge] E[zanimivosti]F[.] 	So >advmod pa >nsubj (nekatere <det druge <amod zanimivosti) >punct .	
8925	ssj459.2517.8925	V Franciji, Italiji in Španiji, na primer, te omejitve ne veljajo, če so otroci v spremstvu staršev.	22	22	yes	2.56	2.5625	2.56	yes	1.76	1.7648396814629932	1.76	yes	4	4	yes	2.00	2	yes	1.00	1	yes	2.00	2.0	2.00	yes	A[V] B[Franciji]C[,] D[Italiji] E[in] F[Španiji]G[,] H[na] I[primer]J[,] K[te] L[omejitve] M[ne] N[veljajo]O[,] P[če] Q[so] R[otroci] S[v] T[spremstvu] U[staršev]V[.] 	(V <case Franciji >conj (, <punct Italiji) >conj (in <cc Španiji)) <obl (, <punct na >fixed primer >punct ,) <advmod (te <det omejitve) <nsubj ne <advmod veljajo >advcl (, <punct če <mark so >nsubj otroci >obl (v <case spremstvu >nmod staršev)) >punct .	
8926	ssj459.2517.8926	Italijani imajo še eno zanimivost: na mestih, kjer se zbirajo mladi, se ne sme prodajati pijač z več kot 21 odstotki alkohola.	26	26	yes	2.81	2.8095238095238093	2.81	yes	0.84	0.8358198029593878	0.84	yes	8	8	yes	4.00	4	yes	2.00	2	yes	2.00	2.0	2.00	yes	A[Italijani] B[imajo] C[še] D[eno] E[zanimivost]F[:] G[na] H[mestih]I[,] J[kjer] K[se] L[zbirajo] M[mladi]N[,] O[se] P[ne] Q[sme] R[prodajati] S[pijač] T[z] U[več] V[kot] W[21] X[odstotki] Y[alkohola]Z[.] 	Italijani <nsubj imajo >obj ((še <advmod eno) <nummod zanimivost) >parataxis (: <punct se <expl ne <advmod sme >xcomp ((na <case mestih >acl (, <punct kjer <mark se <expl zbirajo >nsubj mladi >punct ,)) <obl prodajati >obj (pijač >nmod (z <case ((več >fixed kot) <advmod 21) <nummod odstotki >nmod alkohola)))) >punct .	
8927	ssj459.2518.8927	Sprašujem se, zakaj niste postopka izpeljali že na seji v začetku julija in bi danes že imeli nadomestnega svetnika, je dejal svetnik Branko Grims in opozoril, da je bilo za normalen postopek dovolj časa.	38	38	yes	2.97	2.9696969696969697	2.97	yes	0.66	0.6597938635291485	0.66	yes	6	6	yes	6.00	6	yes	4.00	4	yes	1.50	1.5	1.50	yes	A[Sprašujem] B[se]C[,] D[zakaj] E[niste] F[postopka] G[izpeljali] H[že] I[na] J[seji] K[v] L[začetku] M[julija] N[in] O[bi] P[danes] Q[že] R[imeli] S[nadomestnega] T[svetnika]U[,] V[je] W[dejal] X[svetnik] Y[Branko] Z[Grims] A[in] B[opozoril]C[,] D[da] E[je] F[bilo] G[za] H[normalen] I[postopek] J[dovolj] K[časa]L[.] 	Sprašujem >expl se >ccomp (, <punct zakaj <advmod niste <aux postopka <obj izpeljali >obl (že <advmod na <case seji >nmod (v <case začetku >nmod julija)) >conj (in <cc bi <aux danes <advmod že <advmod imeli >obj (nadomestnega <amod svetnika)) >punct ,) >parataxis (je <aux dejal >nsubj (svetnik >nmod (Branko >flat Grims)) >conj (in <cc opozoril >ccomp (, <punct da <mark je <aux bilo >obl (za <case normalen <amod postopek) >nsubj (dovolj <det časa)))) >punct .	
8928	ssj459.2518.8928	Spodrsljaj župana in njegove ekipe je podkrepil tudi hiter telefonski stik s predsednico občinske volilne komisije sodnico Marjeto Dvornik.	20	20	yes	2.17	2.1666666666666665	2.17	yes	1.64	1.6449510652422574	1.64	yes	6	6	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Spodrsljaj] B[župana] C[in] D[njegove] E[ekipe] F[je] G[podkrepil] H[tudi] I[hiter] J[telefonski] K[stik] L[s] M[predsednico] N[občinske] O[volilne] P[komisije] Q[sodnico] R[Marjeto] S[Dvornik]T[.] 	(Spodrsljaj >nmod (župana >conj (in <cc njegove <det ekipe))) <obj je <aux podkrepil >nsubj (tudi <advmod hiter <amod telefonski <amod stik >nmod (s <case predsednico >nmod (občinske <amod volilne <amod komisije) >nmod (sodnico >nmod (Marjeto >flat Dvornik)))) >punct .	
8929	ssj459.2519.8929	V Sloveniji imamo natanko dva restavratorska strokovnjaka za tehnično industrijsko dediščino; enega na upravi za dediščino, drugega so letos zaposlili v Tehničnem muzeju Slovenije.	27	27	yes	2.96	2.9565217391304346	2.96	yes	1.03	1.0330397630516728	1.03	yes	5	5	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[V] B[Sloveniji] C[imamo] D[natanko] E[dva] F[restavratorska] G[strokovnjaka] H[za] I[tehnično] J[industrijsko] K[dediščino]L[;] M[enega] N[na] O[upravi] P[za] Q[dediščino]R[,] S[drugega] T[so] U[letos] V[zaposlili] W[v] X[Tehničnem] Y[muzeju] Z[Slovenije]A[.] 	(V <case Sloveniji) <obl imamo >obj ((natanko <advmod dva) <nummod restavratorska <amod strokovnjaka >nmod (za <case tehnično <amod industrijsko <amod dediščino)) >parataxis (; <punct enega >orphan (na <case upravi >nmod (za <case dediščino))) >parataxis (, <punct drugega <obj so <aux letos <advmod zaposlili >obl (v <case Tehničnem <amod muzeju >nmod Slovenije)) >punct .	
8930	ssj459.2519.8930	Slednji ima kot matična ustanova za industrijsko dediščino v državi skromno četico petnajstih izobraženih muzejskih strokovnjakov, je dejal njegov direktor dr. Orest Jarh.	25	25	yes	2.82	2.8181818181818183	2.82	yes	0.86	0.8560028852723548	0.86	yes	5	5	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[Slednji] B[ima] C[kot] D[matična] E[ustanova] F[za] G[industrijsko] H[dediščino] I[v] J[državi] K[skromno] L[četico] M[petnajstih] N[izobraženih] O[muzejskih] P[strokovnjakov]Q[,] R[je] S[dejal] T[njegov] U[direktor] V[dr.] W[Orest] X[Jarh]Y[.] 	Slednji <nsubj ima >obl (kot <case matična <amod ustanova >nmod (za <case industrijsko <amod dediščino >nmod (v <case državi))) >obj (skromno <amod četico >nmod (petnajstih <nummod izobraženih <amod muzejskih <amod strokovnjakov)) >parataxis (, <punct je <aux dejal >nsubj (njegov <det direktor >nmod (dr. <nmod Orest >flat Jarh))) >punct .	
8931	ssj459.2519.8931	Za tehnično dediščino skrbijo v mnogih slovenskih muzejih, ki se sicer združujejo v posebni sekciji in si pomagajo, vendar še zdaleč niso ne kadrovsko ne drugače opremljeni za spopad z njenim obsegom.	35	35	yes	3.26	3.2580645161290325	3.26	yes	1.23	1.2290074704464051	1.23	yes	5	5	yes	4.00	4	yes	3.00	3	yes	1.33	1.3333333333333333	1.33	yes	A[Za] B[tehnično] C[dediščino] D[skrbijo] E[v] F[mnogih] G[slovenskih] H[muzejih]I[,] J[ki] K[se] L[sicer] M[združujejo] N[v] O[posebni] P[sekciji] Q[in] R[si] S[pomagajo]T[,] U[vendar] V[še] W[zdaleč] X[niso] Y[ne] Z[kadrovsko] A[ne] B[drugače] C[opremljeni] D[za] E[spopad] F[z] G[njenim] H[obsegom]I[.] 	(Za <case tehnično <amod dediščino) <obl skrbijo >obl (v <case mnogih <det slovenskih <amod muzejih >acl (, <punct ki <mark se <expl sicer <advmod združujejo >obl (v <case posebni <amod sekciji) >conj (in <cc si <expl pomagajo) >punct ,)) >conj (vendar <cc (še <advmod zdaleč) <advmod niso <cop (ne <cc kadrovsko >conj (ne <cc drugače)) <advmod opremljeni >obl (za <case spopad >nmod (z <case njenim <det obsegom))) >punct .	
8932	ssj459.2519.8932	Absurdno je, da Mestni muzej Idrija, ki ga je evropska muzejska javnost leta 1998 nagradila za njegovo skrb za tehnično dediščino, nima kustosa za to področje, je povedala direktorica Ivana Leskovec.	36	36	yes	5.40	5.4	5.40	yes	0.01	0.014199737260848902	0.01	yes	7	7	yes	4.00	4	yes	2.00	2	yes	2.00	2.0	2.00	yes	A[Absurdno] B[je]C[,] D[da] E[Mestni] F[muzej] G[Idrija]H[,] I[ki] J[ga] K[je] L[evropska] M[muzejska] N[javnost] O[leta] P[1998] Q[nagradila] R[za] S[njegovo] T[skrb] U[za] V[tehnično] W[dediščino]X[,] Y[nima] Z[kustosa] A[za] B[to] C[področje]D[,] E[je] F[povedala] G[direktorica] H[Ivana] I[Leskovec]J[.] 	Absurdno >cop je >csubj (, <punct da <mark (Mestni <amod muzej >nmod Idrija >acl (, <punct ki <mark ga <obj je <aux (evropska <amod muzejska <amod javnost) <nsubj (leta >nummod 1998) <obl nagradila >obl (za <case njegovo <det skrb >nmod (za <case tehnično <amod dediščino)) >punct ,)) <nsubj nima >obj (kustosa >nmod (za <case to <det področje)) >punct ,) >parataxis (je <aux povedala >nsubj (direktorica >nmod (Ivana >flat Leskovec))) >punct .	
8933	ssj459.2519.8933	Skoraj deset let prošenj financerju in ustanovitelju še ni rodilo sadov.	12	12	yes	1.80	1.8	1.80	yes	1.71	1.7147984280919266	1.71	yes	6	6	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Skoraj] B[deset] C[let] D[prošenj] E[financerju] F[in] G[ustanovitelju] H[še] I[ni] J[rodilo] K[sadov]L[.] 	((Skoraj <advmod deset) <nummod let >nmod (prošenj >nmod (financerju >conj (in <cc ustanovitelju)))) <nsubj še <advmod ni <aux rodilo >obj sadov >punct .	
8934	ssj459.2519.8934	Trije zaposleni upravljajo kar 14 objektov naravne in kulturne dediščine, med njimi je šest spomenikov s področja tehniške dediščine in šest državnega pomena.	25	25	yes	2.23	2.227272727272727	2.23	yes	1.29	1.2940495262609022	1.29	yes	6	6	yes	2.00	2	yes	2.00	2	yes	1.00	1.0	1.00	yes	A[Trije] B[zaposleni] C[upravljajo] D[kar] E[14] F[objektov] G[naravne] H[in] I[kulturne] J[dediščine]K[,] L[med] M[njimi] N[je] O[šest] P[spomenikov] Q[s] R[področja] S[tehniške] T[dediščine] U[in] V[šest] W[državnega] X[pomena]Y[.] 	(Trije <nummod zaposleni) <nsubj upravljajo >obj ((kar <advmod 14) <nummod objektov >nmod ((naravne >conj (in <cc kulturne)) <amod dediščine)) >parataxis (, <punct (med <case njimi) <obl je >nsubj (šest <nummod spomenikov >nmod (s <case področja >nmod (tehniške <amod dediščine)) >conj (in <cc šest >nmod (državnega <amod pomena)))) >punct .	
8935	ssj459.2519.8935	Večje možnosti zaposlovanja bo omogočil novi zakon o uresničevanju javnega interesa za kulturo, je povedala državna podsekretarka ministrstva za kulturo Jerneja Batič, v prihodnjih letih bo ministrstvo prek razpisov podpiralo zlasti izobraževanje.	35	35	yes	2.87	2.870967741935484	2.87	yes	2.05	2.04863879811547	2.05	yes	7	7	yes	3.00	3	yes	3.00	3	yes	1.00	1.0	1.00	yes	A[Večje] B[možnosti] C[zaposlovanja] D[bo] E[omogočil] F[novi] G[zakon] H[o] I[uresničevanju] J[javnega] K[interesa] L[za] M[kulturo]N[,] O[je] P[povedala] Q[državna] R[podsekretarka] S[ministrstva] T[za] U[kulturo] V[Jerneja] W[Batič]X[,] Y[v] Z[prihodnjih] A[letih] B[bo] C[ministrstvo] D[prek] E[razpisov] F[podpiralo] G[zlasti] H[izobraževanje]I[.] 	((Večje <amod možnosti >nmod zaposlovanja) <obj bo <aux omogočil >nsubj (novi <amod zakon >nmod (o <case uresničevanju >nmod (javnega <amod interesa >nmod (za <case kulturo)))) >punct , >parataxis (, <punct (v <case prihodnjih <amod letih) <obl bo <aux ministrstvo <nsubj (prek <case razpisov) <obl podpiralo >obj (zlasti <advmod izobraževanje))) <parataxis je <aux povedala >nsubj (državna <amod podsekretarka >nmod (ministrstva >nmod (za <case kulturo)) >nmod (Jerneja >flat Batič)) >punct .	
8936	ssj459.2519.8936	Tudi veljavni, komaj sprejeti zakon o varstvu dediščine bo doživel dopolnitve.	13	13	yes	2.40	2.4	2.40	yes	1.47	1.4747714455423082	1.47	yes	5	5	yes	1.00	1	yes	1.00	1	yes	1.00	1.0	1.00	yes	A[Tudi] B[veljavni]C[,] D[komaj] E[sprejeti] F[zakon] G[o] H[varstvu] I[dediščine] J[bo] K[doživel] L[dopolnitve]M[.] 	(Tudi <advmod (veljavni >conj (, <punct komaj <advmod sprejeti)) <amod zakon >nmod (o <case varstvu >nmod dediščine)) <nsubj bo <aux doživel >obj dopolnitve >punct .	
