row_no,sent_id,sentence,STARK Number of nodes,SyntComplex # tokens,nodes match?,STARK MDD,SyntComplex MDD raw,SyntComplex MDD rounded like STARK,MDD match?,STARK NDD,SyntComplex NDD raw,SyntComplex NDD rounded like STARK,NDD match?,STARK Max depth,SyntComplex MAXIMUM_TREE_DEPTH,Max depth match?,STARK N clauses,SyntComplex # clauses,N clauses match?,STARK N T-units,SyntComplex # T-units,N T-units match?,STARK Clauses/T-unit,SyntComplex Clauses/T-unit raw,SyntComplex Clauses/T-unit rounded like STARK,Clauses/T-unit match?,STARK example,STARK tree,mismatch note
893,ssj546.2865.10178,"Iraški uporniki so medtem v pokrajini Al Anbar na zahodu Iraka ugrabili avtobus, na katerem je bilo 21 pripadnikov iraške narodne garde.",24,24,yes,2.95,2.9523809523809526,2.95,yes,1.68,1.6821025964340433,1.68,yes,6,6,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Iraški] B[uporniki] C[so] D[medtem] E[v] F[pokrajini] G[Al] H[Anbar] I[na] J[zahodu] K[Iraka] L[ugrabili] M[avtobus]N[,] O[na] P[katerem] Q[je] R[bilo] S[21] T[pripadnikov] U[iraške] V[narodne] W[garde]X[.] ","(Iraški <amod uporniki) <nsubj so <aux medtem <advmod (v <case pokrajini >nmod (Al >nmod Anbar) >nmod (na <case zahodu >nmod Iraka)) <obl ugrabili >obj (avtobus >acl (, <punct (na <case katerem) <obl je <aux bilo >nsubj (21 <nummod pripadnikov >nmod (iraške <amod narodne <amod garde)))) >punct .",
894,ssj546.2865.10179,"Ti so bili na poti iz mesta Hit, 160 kilometrov severozahodno od Bagdada, potovali pa so v mesto Kaim na meji s Sirijo.",26,26,yes,2.59,2.590909090909091,2.59,yes,1.14,1.1428185565369786,1.14,yes,6,6,yes,2.00,2,yes,2.00,2,yes,1.00,1.0,1.00,yes,"A[Ti] B[so] C[bili] D[na] E[poti] F[iz] G[mesta] H[Hit]I[,] J[160] K[kilometrov] L[severozahodno] M[od] N[Bagdada]O[,] P[potovali] Q[pa] R[so] S[v] T[mesto] U[Kaim] V[na] W[meji] X[s] Y[Sirijo]Z[.] ","Ti <nsubj so <aux bili >obl (na <case poti >nmod (iz <case mesta >nmod Hit)) >obl (, <punct (160 <nummod kilometrov) <nmod severozahodno <advmod od <case Bagdada) >parataxis (, <punct potovali >advmod pa >aux so >obl (v <case mesto >nmod Kaim >nmod (na <case meji >nmod (s <case Sirijo)))) >punct .",
895,ssj546.2865.10180,(sta),3,3,yes,0.00,n/a,n/a,NO,0.00,n/a,n/a,NO,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[(]B[sta]C[)] ,( <punct sta >punct ),MDD: STARK=0.00 vs SyntComplex=n/a (na_vs_numeric); NDD: STARK=0.00 vs SyntComplex=n/a (na_vs_numeric)
896,ssj546.2866.10181,Že od vsega začetka je bilo slišati številne pritožbe na ravnanje vojakov z ženskami in dekleti.,17,17,yes,1.80,1.8,1.80,yes,1.66,1.6621181702630135,1.66,yes,7,7,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,A[Že] B[od] C[vsega] D[začetka] E[je] F[bilo] G[slišati] H[številne] I[pritožbe] J[na] K[ravnanje] L[vojakov] M[z] N[ženskami] O[in] P[dekleti]Q[.] ,Že <advmod je <aux bilo >csubj ((od <case vsega <det začetka) <obl slišati >obj (številne <amod pritožbe >nmod (na <case ravnanje >nmod vojakov >nmod (z <case ženskami >conj (in <cc dekleti))))) >punct .,
897,ssj546.2866.10182,"DR Kongo je izjemno revna država, večina njegovih prebivalcev živi prav bedno, so brez zaposlitve in komajda staknejo dan z dnem.",24,24,yes,2.25,2.25,2.25,yes,1.58,1.5828156551746944,1.58,yes,6,6,yes,4.00,4,yes,4.00,4,yes,1.00,1.0,1.00,yes,"A[DR] B[Kongo] C[je] D[izjemno] E[revna] F[država]G[,] H[večina] I[njegovih] J[prebivalcev] K[živi] L[prav] M[bedno]N[,] O[so] P[brez] Q[zaposlitve] R[in] S[komajda] T[staknejo] U[dan] V[z] W[dnem]X[.] ","(DR >nmod Kongo) <nsubj je <cop (izjemno <advmod revna) <amod država >parataxis (, <punct (večina >nmod (njegovih <det prebivalcev)) <nsubj živi >advmod (prav <advmod bedno) >parataxis (, <punct so >obl (brez <case zaposlitve) >conj (in <cc komajda <advmod staknejo >obj dan >obl (z <case dnem)))) >punct .",
898,ssj546.2866.10183,Zanje so vojaki iz mirovnih enot pravi bogataši.,9,9,yes,3.57,3.5714285714285716,3.57,yes,0.74,0.739710169554687,0.74,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Zanje] B[so] C[vojaki] D[iz] E[mirovnih] F[enot] G[pravi] H[bogataši]I[.] ,Zanje <obl so <cop (vojaki >nmod (iz <case mirovnih <amod enot)) <nsubj pravi <amod bogataši >punct .,
899,ssj546.2866.10184,"Zato je takoj povsod tam, kamor so prišli, zacvetela kupljiva ljubezen.",14,14,yes,4.20,4.2,4.20,yes,0.92,0.9151556576068853,0.92,yes,3,3,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Zato] B[je] C[takoj] D[povsod] E[tam]F[,] G[kamor] H[so] I[prišli]J[,] K[zacvetela] L[kupljiva] M[ljubezen]N[.] ","Zato <cc je <aux takoj <advmod (povsod <advmod tam) <advmod (, <punct kamor <mark so <aux prišli >punct ,) <advcl zacvetela >nsubj (kupljiva <amod ljubezen) >punct .",
900,ssj546.2867.10185,"Kot pravi Matej Žilavec iz Ilirike, je tudi na evropskih kapitalskih trgih Pfizer povzročil manjši pretres.",18,18,yes,2.87,2.8666666666666667,2.87,yes,1.65,1.6549002865108577,1.65,yes,5,5,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Kot] B[pravi] C[Matej] D[Žilavec] E[iz] F[Ilirike]G[,] H[je] I[tudi] J[na] K[evropskih] L[kapitalskih] M[trgih] N[Pfizer] O[povzročil] P[manjši] Q[pretres]R[.] ","(Kot <mark pravi >nsubj (Matej >flat Žilavec >nmod (iz <case Ilirike)) >punct ,) <advcl je <aux (tudi <advmod na <case evropskih <amod kapitalskih <amod trgih) <obl Pfizer <nsubj povzročil >obj (manjši <amod pretres) >punct .",
901,ssj546.2867.10186,Se je pa vrednost Pfizerjevih delnic po objavi omenjene pozitivne študije doslej že izravnala.,15,15,yes,4.85,4.846153846153846,4.85,yes,1.02,1.0238179746084017,1.02,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Se] B[je] C[pa] D[vrednost] E[Pfizerjevih] F[delnic] G[po] H[objavi] I[omenjene] J[pozitivne] K[študije] L[doslej] M[že] N[izravnala]O[.] ,Se <expl je <aux pa <advmod (vrednost >nmod (Pfizerjevih <amod delnic) >nmod (po <case objavi >nmod (omenjene <amod pozitivne <amod študije))) <nsubj doslej <advmod že <advmod izravnala >punct .,
902,ssj546.2867.10187,"Sicer pa je te dni glavna zgodba, povezana z evropskimi trgi, poskus prevzema Londonske borze s strani Euronexta in Deutsche boerse.",24,24,yes,3.80,3.8,3.80,yes,1.48,1.4823937348522849,1.48,yes,6,6,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Sicer] B[pa] C[je] D[te] E[dni] F[glavna] G[zgodba]H[,] I[povezana] J[z] K[evropskimi] L[trgi]M[,] N[poskus] O[prevzema] P[Londonske] Q[borze] R[s] S[strani] T[Euronexta] U[in] V[Deutsche] W[boerse]X[.] ","Sicer <cc pa <advmod je <cop (te <det dni) <obl (glavna <amod zgodba >amod (, <punct povezana >nmod (z <case evropskimi <amod trgi) >punct ,)) <nsubj poskus >nmod (prevzema >nmod (Londonske <amod borze) >nmod (s <case strani >nmod (Euronexta >conj (in <cc Deutsche >nmod boerse)))) >punct .",
903,ssj546.2867.10188,"Slednja je namreč za celoten prevzem Londonske borze, ki je največja v Evropi, ponudila 1,95 milijarde evrov.",20,20,yes,4.50,4.5,4.50,yes,1.27,1.2685113254635072,1.27,yes,6,6,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Slednja] B[je] C[namreč] D[za] E[celoten] F[prevzem] G[Londonske] H[borze]I[,] J[ki] K[je] L[največja] M[v] N[Evropi]O[,] P[ponudila] Q[1,95] R[milijarde] S[evrov]T[.] ","Slednja <nsubj je <aux namreč <advmod (za <case celoten <amod prevzem >nmod (Londonske <amod borze >acl (, <punct ki <mark je <cop največja >nmod (v <case Evropi) >punct ,))) <obl ponudila >obj (1,95 <nummod milijarde >nmod evrov) >punct .",
904,ssj546.2867.10189,Na Londonski borzi so omenjeno ponudbo ocenili kot premajhno.,10,10,yes,1.88,1.875,1.88,yes,1.38,1.3840671859452005,1.38,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Na] B[Londonski] C[borzi] D[so] E[omenjeno] F[ponudbo] G[ocenili] H[kot] I[premajhno]J[.] ,(Na <case Londonski <amod borzi) <obl so <aux (omenjeno <amod ponudbo) <obj ocenili >obl (kot <case premajhno) >punct .,
905,ssj546.2867.10190,"Ob tem pa je še Euronext napovedal, da se bo vključil v omenjeni poskus prevzema.",17,17,yes,2.36,2.357142857142857,2.36,yes,1.44,1.4350335074840643,1.44,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Ob] B[tem] C[pa] D[je] E[še] F[Euronext] G[napovedal]H[,] I[da] J[se] K[bo] L[vključil] M[v] N[omenjeni] O[poskus] P[prevzema]Q[.] ","(Ob <case tem) <obl pa <advmod je <aux (še <advmod Euronext) <nsubj napovedal >ccomp (, <punct da <mark se <expl bo <aux vključil >obl (v <case omenjeni <amod poskus >nmod prevzema)) >punct .",
906,ssj546.2867.10191,"Zdaj pričakujemo zanimivo licitiranje, ki bi lahko trajalo dalj časa.",12,12,yes,2.00,2.0,2.00,yes,0.75,0.752038698388137,0.75,yes,5,5,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Zdaj] B[pričakujemo] C[zanimivo] D[licitiranje]E[,] F[ki] G[bi] H[lahko] I[trajalo] J[dalj] K[časa]L[.] ","Zdaj <advmod pričakujemo >obj (zanimivo <amod licitiranje >acl (, <punct ki <mark bi <aux lahko <advmod trajalo >obl (dalj <advmod časa))) >punct .",
907,ssj546.2868.10192,"Darja Kapš: ""Tudi največjim in najbolj izkušenim velemojstrom postane pošteno vroče, če mi med partijo gledajo v globok izrez, sama pa med igro koketno ovijam pramen las okoli prsta in jim zrem v oči,"" je našla najbolj učinkovito orožje za dobre partije državna šahovska prvakinja.",52,52,yes,3.66,3.659090909090909,3.66,yes,0.59,0.5948800858929286,0.59,yes,7,7,yes,6.00,6,yes,5.00,5,yes,1.20,1.2,1.20,yes,"A[Darja] B[Kapš]C[:] D[""]E[Tudi] F[največjim] G[in] H[najbolj] I[izkušenim] J[velemojstrom] K[postane] L[pošteno] M[vroče]N[,] O[če] P[mi] Q[med] R[partijo] S[gledajo] T[v] U[globok] V[izrez]W[,] X[sama] Y[pa] Z[med] A[igro] B[koketno] C[ovijam] D[pramen] E[las] F[okoli] G[prsta] H[in] I[jim] J[zrem] K[v] L[oči]M[,]N[""] O[je] P[našla] Q[najbolj] R[učinkovito] S[orožje] T[za] U[dobre] V[partije] W[državna] X[šahovska] Y[prvakinja]Z[.] ","Darja >flat Kapš >parataxis (: <punct "" <punct (Tudi <advmod (največjim >conj (in <cc najbolj <advmod izkušenim)) <amod velemojstrom) <obj postane >xcomp (pošteno <advmod vroče) >advcl (, <punct če <mark mi <obj (med <case partijo) <obl gledajo >obl (v <case globok <amod izrez) >parataxis (, <punct sama <nsubj pa <advmod (med <case igro) <obl koketno <advmod ovijam >obj (pramen >nmod las) >obl (okoli <case prsta) >conj (in <cc jim <obj zrem >obl (v <case oči)))) >punct , >punct "") >parataxis (je <aux našla >obj ((najbolj <advmod učinkovito) <amod orožje >nmod (za <case dobre <amod partije)) >nsubj (državna <amod šahovska <amod prvakinja)) >punct .",
908,ssj547.2869.10193,Profesor Lay je pogledal na uro.,7,7,yes,1.60,1.6,1.60,yes,1.03,1.02786250753126,1.03,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Profesor] B[Lay] C[je] D[pogledal] E[na] F[uro]G[.] ,(Profesor >nmod Lay) <nsubj je <aux pogledal >obl (na <case uro) >punct .,
909,ssj547.2869.10194,Bila je tri in triintrideset minut.,7,7,yes,1.80,1.8,1.80,yes,0.22,0.2169322913149312,0.22,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Bila] B[je] C[tri] D[in] E[triintrideset] F[minut]G[.] ,Bila >aux je >obl (tri >conj (in <cc triintrideset <nummod minut)) >punct .,
910,ssj547.2869.10195,Poskus je uspel.,4,4,yes,1.50,1.5,1.50,yes,0.49,0.49041462650586304,0.49,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Poskus] B[je] C[uspel]D[.] ,Poskus <nsubj je <aux uspel >punct .,
911,ssj547.2869.10196,"Uspelo mu je ustvariti snov z dotlej še neznano specifično težo, ki pa se je po nesreči znašla na sredi ceste.",23,23,yes,3.10,3.1,3.10,yes,0.37,0.36646402528589495,0.37,yes,6,6,yes,3.00,3,yes,1.00,1,yes,3.00,3.0,3.00,yes,"A[Uspelo] B[mu] C[je] D[ustvariti] E[snov] F[z] G[dotlej] H[še] I[neznano] J[specifično] K[težo]L[,] M[ki] N[pa] O[se] P[je] Q[po] R[nesreči] S[znašla] T[na] U[sredi] V[ceste]W[.] ","Uspelo >obj mu >aux je >xcomp (ustvariti >obj (snov >nmod (z <case (dotlej <advmod še <advmod neznano) <amod specifično <amod težo) >acl (, <punct ki <mark pa <advmod se <expl je <aux (po <case nesreči) <obl znašla >obl (na <case sredi >nmod ceste)))) >punct .",
912,ssj548.2870.10197,"En kos: približno 340 kcal, beljakovine: 4 g, maščobe: 20 g, ogljikovi hidrati: 37 g",22,22,yes,3.00,3.0,3.00,yes,0.57,0.5674899664194922,0.57,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[En] B[kos]C[:] D[približno] E[340] F[kcal]G[,] H[beljakovine]I[:] J[4] K[g]L[,] M[maščobe]N[:] O[20] P[g]Q[,] R[ogljikovi] S[hidrati]T[:] U[37] V[g] ","En <nummod kos >appos (: <punct (približno <advmod 340) <nummod kcal >list (, <punct beljakovine >appos (: <punct 4 <nummod g)) >list (, <punct maščobe >appos (: <punct 20 <nummod g)) >list (, <punct ogljikovi <amod hidrati >appos (: <punct 37 <nummod g)))",
913,ssj548.2871.10198,- Število osamljenih ljudi stalno narašča.,7,7,yes,2.00,2.0,2.00,yes,0.90,0.8958797346140274,0.90,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[-] B[Število] C[osamljenih] D[ljudi] E[stalno] F[narašča]G[.] ,- <punct (Število >nmod (osamljenih <amod ljudi)) <nsubj stalno <advmod narašča >punct .,
914,ssj548.2871.10199,Nevarnost osamljenosti in izolacije je zlasti v velikih mestih oziroma velemestih zelo velika.,14,14,yes,3.17,3.1666666666666665,3.17,yes,1.37,1.3722484936863832,1.37,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Nevarnost] B[osamljenosti] C[in] D[izolacije] E[je] F[zlasti] G[v] H[velikih] I[mestih] J[oziroma] K[velemestih] L[zelo] M[velika]N[.] ,(Nevarnost >nmod (osamljenosti >conj (in <cc izolacije))) <nsubj je <cop (zlasti <advmod v <case velikih <amod mestih >conj (oziroma <cc velemestih)) <obl zelo <advmod velika >punct .,
915,ssj548.2871.10200,V Berlinu živi v skoraj polovici vseh gospodinjstev ena sama oseba.,12,12,yes,2.20,2.2,2.20,yes,0.91,0.9121413304668073,0.91,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[V] B[Berlinu] C[živi] D[v] E[skoraj] F[polovici] G[vseh] H[gospodinjstev] I[ena] J[sama] K[oseba]L[.] ,(V <case Berlinu) <obl živi >obl (v <case skoraj <advmod polovici >nmod (vseh <det gospodinjstev)) >nsubj (ena <nummod sama <amod oseba) >punct .,
916,ssj548.2872.10201,"C Odločite se, da boste šli na izlet raje kdaj drugič.",13,13,yes,2.20,2.2,2.20,yes,0.71,0.7094087764127253,0.71,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[C] B[Odločite] C[se]D[,] E[da] F[boste] G[šli] H[na] I[izlet] J[raje] K[kdaj] L[drugič]M[.] ","C <parataxis Odločite >expl se >ccomp (, <punct da <mark boste <aux šli >obl (na <case izlet) >advmod raje >advmod (kdaj <advmod drugič)) >punct .",
917,ssj549.2873.10202,"Šele ko se je pred davčnim uradom ustavila dolga kolona kraljevih avtomobilov, da bi kralja odpeljala nazaj v palačo, so spoznali, kdo je bil pravkar med njimi.",31,31,yes,2.81,2.8076923076923075,2.81,yes,2.16,2.164432473848407,2.16,yes,5,5,yes,4.00,4,yes,1.00,1,yes,4.00,4.0,4.00,yes,"A[Šele] B[ko] C[se] D[je] E[pred] F[davčnim] G[uradom] H[ustavila] I[dolga] J[kolona] K[kraljevih] L[avtomobilov]M[,] N[da] O[bi] P[kralja] Q[odpeljala] R[nazaj] S[v] T[palačo]U[,] V[so] W[spoznali]X[,] Y[kdo] Z[je] A[bil] B[pravkar] C[med] D[njimi]E[.] ","((Šele >fixed ko) <mark se <expl je <aux (pred <case davčnim <amod uradom) <obl ustavila >nsubj (dolga <amod kolona >nmod (kraljevih <amod avtomobilov))) <advcl (, <punct da <mark bi <aux kralja <obj odpeljala >obl (nazaj <advmod v <case palačo) >punct ,) <advcl so <aux spoznali >ccomp (, <punct kdo <nsubj je <aux bil >advmod pravkar >obl (med <case njimi)) >punct .",
918,ssj549.2874.10203,"Med festivalom se zvrsti okoli sto prireditev, vsako leto imajo 35 gledaliških predstav uglednih gledališč, na odru glasbene šole pa nastopajo ustvarjalci, ki Slovenijo zastopajo na vseh svetovnih festivalih.",33,33,yes,2.64,2.642857142857143,2.64,yes,1.39,1.3873888526185816,1.39,yes,6,6,yes,4.00,4,yes,3.00,3,yes,1.33,1.3333333333333333,1.33,yes,"A[Med] B[festivalom] C[se] D[zvrsti] E[okoli] F[sto] G[prireditev]H[,] I[vsako] J[leto] K[imajo] L[35] M[gledaliških] N[predstav] O[uglednih] P[gledališč]Q[,] R[na] S[odru] T[glasbene] U[šole] V[pa] W[nastopajo] X[ustvarjalci]Y[,] Z[ki] A[Slovenijo] B[zastopajo] C[na] D[vseh] E[svetovnih] F[festivalih]G[.] ","(Med <case festivalom) <obl se <expl zvrsti >nsubj (okoli <case sto <nummod prireditev) >parataxis (, <punct (vsako <det leto) <obl imajo >obj (35 <nummod gledaliških <amod predstav >nmod (uglednih <amod gledališč))) >parataxis (, <punct (na <case odru >nmod (glasbene <amod šole)) <obl pa <advmod nastopajo >nsubj (ustvarjalci >acl (, <punct ki <mark Slovenijo <obj zastopajo >obl (na <case vseh <det svetovnih <amod festivalih)))) >punct .",
919,ssj549.2875.10204,Moderna galerija v Ljubljani si prizadeva za primernejšo predstavitev klasikov,10,10,yes,1.78,1.7777777777777777,1.78,yes,1.42,1.4191278783785755,1.42,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Moderna] B[galerija] C[v] D[Ljubljani] E[si] F[prizadeva] G[za] H[primernejšo] I[predstavitev] J[klasikov] ,(Moderna <amod galerija >nmod (v <case Ljubljani)) <nsubj si <expl prizadeva >obl (za <case primernejšo <amod predstavitev >nmod klasikov),
920,ssj549.2876.10205,V ognju in hrumenju motornih žag izginja amazonski tropski gozd.,11,11,yes,2.00,2.0,2.00,yes,1.38,1.3784201826358211,1.38,yes,5,5,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[V] B[ognju] C[in] D[hrumenju] E[motornih] F[žag] G[izginja] H[amazonski] I[tropski] J[gozd]K[.] ,(V <case ognju >conj (in <cc hrumenju >nmod (motornih <amod žag))) <obl izginja >nsubj (amazonski <amod tropski <amod gozd) >punct .,
921,ssj549.2877.10206,Si prepričan?,3,3,yes,1.00,1.0,1.00,yes,0.35,0.34657359027997275,0.35,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Si] B[prepričan]C[?] ,Si <cop prepričan >punct ?,
922,ssj549.2877.10207,Jaz namreč nisem.,4,4,yes,1.50,1.5,1.50,yes,0.49,0.49041462650586304,0.49,yes,2,2,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[Jaz] B[namreč] C[nisem]D[.] ,Jaz <nsubj namreč <advmod nisem >punct .,
923,ssj549.2877.10208,"Za njega bi prej rekla, da bi komu pomagal na drugi svet, ne pa, da je sebi storil silo.",23,23,yes,2.72,2.7222222222222223,2.72,yes,1.25,1.2484562949506706,1.25,yes,5,5,yes,3.00,3,yes,2.00,2,yes,1.50,1.5,1.50,yes,"A[Za] B[njega] C[bi] D[prej] E[rekla]F[,] G[da] H[bi] I[komu] J[pomagal] K[na] L[drugi] M[svet]N[,] O[ne] P[pa]Q[,] R[da] S[je] T[sebi] U[storil] V[silo]W[.] ","(Za <case njega) <obl bi <aux prej <advmod rekla >ccomp (, <punct da <mark bi <aux komu <obj pomagal >obl (na <case drugi <amod svet) >conj (, <punct (ne >fixed pa) <cc , <punct da <mark je <aux sebi <obl storil >obj silo)) >punct .",
924,ssj549.2878.10209,"Malo smo napihnjeni, sem se pošalila.",8,8,yes,2.00,2.0,2.00,yes,0.66,0.6608779199911599,0.66,yes,3,3,yes,2.00,2,yes,2.00,2,yes,1.00,1.0,1.00,yes,"A[Malo] B[smo] C[napihnjeni]D[,] E[sem] F[se] G[pošalila]H[.] ","Malo <advmod smo <cop napihnjeni >parataxis (, <punct sem <aux se <expl pošalila) >punct .",
925,ssj549.2878.10210,"Ti diši moje delovno mesto, a!",8,8,yes,2.40,2.4,2.40,yes,0.28,0.275823809143123,0.28,yes,3,3,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,"A[Ti] B[diši] C[moje] D[delovno] E[mesto]F[,] G[a]H[!] ","Ti <obj diši >nsubj (moje <det delovno <amod mesto) >discourse (, <punct a) >punct !",
926,ssj549.2878.10211,"Bi bil rad prvi na brvi, sem še kar drezala in pikro postavljala vprašanja.",16,16,yes,2.23,2.230769230769231,2.23,yes,1.17,1.1732753867657764,1.17,yes,4,4,yes,3.00,3,yes,3.00,3,yes,1.00,1.0,1.00,yes,"A[Bi] B[bil] C[rad] D[prvi] E[na] F[brvi]G[,] H[sem] I[še] J[kar] K[drezala] L[in] M[pikro] N[postavljala] O[vprašanja]P[.] ","Bi <aux bil <cop rad <advmod prvi >nmod (na <case brvi) >parataxis (, <punct sem <aux še <advmod kar <advmod drezala >conj (in <cc pikro <advmod postavljala >obj vprašanja)) >punct .",
927,ssj549.2879.10212,"Upravnica celjskih zaporov Edita Mejač je včeraj poudarila, da pazniki pri njem niso našli nič posebnega, razen pasu, ki ga je imel v kratkih hlačah in si ga je sam naredil iz raztrgane rjuhe.",38,38,yes,2.82,2.8181818181818183,2.82,yes,1.75,1.7518826198863824,1.75,yes,7,7,yes,4.00,4,yes,2.00,2,yes,2.00,2.0,2.00,yes,"A[Upravnica] B[celjskih] C[zaporov] D[Edita] E[Mejač] F[je] G[včeraj] H[poudarila]I[,] J[da] K[pazniki] L[pri] M[njem] N[niso] O[našli] P[nič] Q[posebnega]R[,] S[razen] T[pasu]U[,] V[ki] W[ga] X[je] Y[imel] Z[v] A[kratkih] B[hlačah] C[in] D[si] E[ga] F[je] G[sam] H[naredil] I[iz] J[raztrgane] K[rjuhe]L[.] ","(Upravnica >nmod (celjskih <amod zaporov) >nmod (Edita >flat Mejač)) <nsubj je <aux včeraj <advmod poudarila >ccomp (, <punct da <mark pazniki <nsubj (pri <case njem) <obl niso <aux našli >obj (nič <nmod posebnega) >obl (, <punct razen <case pasu >acl (, <punct ki <mark ga <obj je <aux imel >obl (v <case kratkih <amod hlačah) >conj (in <cc si <iobj ga <obj je <aux sam <obl naredil >obl (iz <case raztrgane <amod rjuhe))))) >punct .",
928,ssj549.2879.10213,"Na vprašanje, kako mu je potem le uspelo v sobo pretihotapiti vžigalnik, je pojasnila, da lahko pazniki opravijo le osebni pregled oblačil in telesa, ne smejo pa posegati v človeške odprtine.",36,36,yes,2.97,2.966666666666667,2.97,yes,2.00,1.999454063880984,2.00,yes,6,6,yes,6.00,6,yes,2.00,2,yes,3.00,3.0,3.00,yes,"A[Na] B[vprašanje]C[,] D[kako] E[mu] F[je] G[potem] H[le] I[uspelo] J[v] K[sobo] L[pretihotapiti] M[vžigalnik]N[,] O[je] P[pojasnila]Q[,] R[da] S[lahko] T[pazniki] U[opravijo] V[le] W[osebni] X[pregled] Y[oblačil] Z[in] A[telesa]B[,] C[ne] D[smejo] E[pa] F[posegati] G[v] H[človeške] I[odprtine]J[.] ","(Na <case vprašanje >acl (, <punct kako <advmod mu <obj je <aux potem <advmod le <advmod uspelo >xcomp ((v <case sobo) <obl pretihotapiti >obj vžigalnik) >punct ,)) <obl je <aux pojasnila >ccomp (, <punct da <mark lahko <advmod pazniki <nsubj opravijo >obj (le <advmod osebni <amod pregled >nmod (oblačil >conj (in <cc telesa))) >punct ,) >parataxis (ne <advmod smejo >advmod pa >xcomp (posegati >obl (v <case človeške <amod odprtine))) >punct .",
929,ssj549.2879.10214,To bi lahko naredil le zdravnik po odredbi preiskovalnega sodnika.,11,11,yes,1.89,1.8888888888888888,1.89,yes,1.16,1.1557707025080584,1.16,yes,4,4,yes,1.00,1,yes,1.00,1,yes,1.00,1.0,1.00,yes,A[To] B[bi] C[lahko] D[naredil] E[le] F[zdravnik] G[po] H[odredbi] I[preiskovalnega] J[sodnika]K[.] ,To <obj bi <aux lahko <advmod naredil >nsubj (le <advmod zdravnik) >obl (po <case odredbi >nmod (preiskovalnega <amod sodnika)) >punct .,
930,ssj549.2879.10215,"Vse torej kaže, da je pokojnik vžigalnik skril v zadnjico.",12,12,yes,2.44,2.4444444444444446,2.44,yes,0.75,0.754100556980068,0.75,yes,4,4,yes,2.00,2,yes,1.00,1,yes,2.00,2.0,2.00,yes,"A[Vse] B[torej] C[kaže]D[,] E[da] F[je] G[pokojnik] H[vžigalnik] I[skril] J[v] K[zadnjico]L[.] ","Vse <nsubj torej <advmod kaže >ccomp (, <punct da <mark je <aux pokojnik <nsubj vžigalnik <obj skril >obl (v <case zadnjico)) >punct .",
