Tree	Absolute frequency	Relative frequency	Order	Number of nodes	Head node	Example	MDD	NDD	Max depth	N clauses	N T-units	Clauses/T-unit
Zanimivo >cop je >csubj (, <punct da <mark smo <cop (Slovenke >conj (in <cc Slovenci)) <nsubj nadvse <advmod senzibilni >advcl (, <punct ko <mark se <expl pogovarjamo >obl (o <case zdravju >conj (, <punct zdravstvenih <amod problemih) >conj (in <cc zdravljenju)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUV	22	Zanimivo	A[Zanimivo] B[je]C[,] D[da] E[smo] F[Slovenke] G[in] H[Slovenci] I[nadvse] J[senzibilni]K[,] L[ko] M[se] N[pogovarjamo] O[o] P[zdravju]Q[,] R[zdravstvenih] S[problemih] T[in] U[zdravljenju]V[.] 	2.88	0.36	6	3.00	1.00	3.00
Zanimivo >cop je >csubj (, <punct da <mark so <aux (večino >nmod (označenih <amod morskih <amod želv)) <obj opazili >obl (prav <advmod na <case Jadranu >appos (, <punct točneje <advmod v <case vzhodnojadranskem <amod akvatoriju))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRS	19	Zanimivo	A[Zanimivo] B[je]C[,] D[da] E[so] F[večino] G[označenih] H[morskih] I[želv] J[opazili] K[prav] L[na] M[Jadranu]N[,] O[točneje] P[v] Q[vzhodnojadranskem] R[akvatoriju]S[.] 	3.20	0.19	5	2.00	1.00	2.00
Zanimivo >csubj (, <punct da <mark program <nsubj vsebuje >obj (podporo >nmod (za <case AIRport >nummod 2000 >conj (, <punct pa <cc tudi <advmod za <case cel <amod kup >nmod (drugih <amod vmesnikov >nmod IrDA >nmod (v <case notesih))))) >parataxis (, <punct med <case drugim >orphan (tudi <advmod za <case splošni <amod (( <punct » <punct generični >punct « >punct )) <amod vmesnik >advcl (, <punct če <mark (na <case spisku) <obl ne <advmod najdemo >obj svojega)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMN	40	Zanimivo	A[Zanimivo]B[,] C[da] D[program] E[vsebuje] F[podporo] G[za] H[AIRport] I[2000]J[,] K[pa] L[tudi] M[za] N[cel] O[kup] P[drugih] Q[vmesnikov] R[IrDA] S[v] T[notesih]U[,] V[med] W[drugim] X[tudi] Y[za] Z[splošni] A[(]B[»]C[generični]D[«]E[)] F[vmesnik]G[,] H[če] I[na] J[spisku] K[ne] L[najdemo] M[svojega]N[.] 	3.47	0.46	8	3.00	1.00	3.00
Zanj <obl je <aux bilo <cop značilnih >nsubj (nekaj <det formalnih <amod potrditev >amod (že <advmod sklenjenega) >parataxis (, <punct ugotovitve >nmod (o <case zadovoljivem <amod napredku >nmod (pri <case gospodarskih <amod reformah))) >parataxis (, <punct večinoma <advmod pa <advmod povprečnost >conj (in <cc pogajanja >nmod (o <case najmanjšem <amod skupnem <amod imenovalcu)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZAB	28	značilnih	A[Zanj] B[je] C[bilo] D[značilnih] E[nekaj] F[formalnih] G[potrditev] H[že] I[sklenjenega]J[,] K[ugotovitve] L[o] M[zadovoljivem] N[napredku] O[pri] P[gospodarskih] Q[reformah]R[,] S[večinoma] T[pa] U[povprečnost] V[in] W[pogajanja] X[o] Y[najmanjšem] Z[skupnem] A[imenovalcu]B[.] 	2.54	1.35	6	1.00	1.00	1.00
Zanj <obl sem <aux dobil >obj nagrado >punct .	1	4.6	ABCDE	5	dobil	A[Zanj] B[sem] C[dobil] D[nagrado]E[.] 	1.33	0.81	2	1.00	1.00	1.00
Zanj <obl so <aux se <expl zanimali >nsubj (tudi <advmod številni <amod drugi <amod klubi >nmod (v <case Prvi <amod ligi)) >punct .	1	4.6	ABCDEFGHIJKL	12	zanimali	A[Zanj] B[so] C[se] D[zanimali] E[tudi] F[številni] G[drugi] H[klubi] I[v] J[Prvi] K[ligi]L[.] 	2.20	1.06	4	1.00	1.00	1.00
Zanosi >punct .	1	4.6	AB	2	Zanosi	A[Zanosi]B[.] 	0.00	0.00	2	1.00	1.00	1.00
Zapel >aux je >obl (v <case jeziku >nmod (ženinove <amod babice >appos (, <punct Rusinje) >appos (, <punct mame >nmod (znanega <amod poslovneža >conj (in <cc nekdanjega <amod veleposlanika >nmod (v <case Moskvi) >nmod (Saše >flat Geržine)))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRST	20	Zapel	A[Zapel] B[je] C[v] D[jeziku] E[ženinove] F[babice]G[,] H[Rusinje]I[,] J[mame] K[znanega] L[poslovneža] M[in] N[nekdanjega] O[veleposlanika] P[v] Q[Moskvi] R[Saše] S[Geržine]T[.] 	1.88	0.76	8	1.00	1.00	1.00
Zapestnica <nsubj je >obl (iz <case dveh <nummod vrvic >amod (, <punct modre >conj (in <cc zelene) >punct ,)) >conj (in <cc nosi >obj jo >advmod lahko >nsubj (vsak >acl (, <punct ki <mark priznava >obj (vrednote >nmod programa)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTU	21	je	A[Zapestnica] B[je] C[iz] D[dveh] E[vrvic]F[,] G[modre] H[in] I[zelene]J[,] K[in] L[nosi] M[jo] N[lahko] O[vsak]P[,] Q[ki] R[priznava] S[vrednote] T[programa]U[.] 	2.19	0.95	6	3.00	2.00	1.50
Zapis <nsubj se <expl konča >obl (z <case načrti >advmod (za <case naprej) >acl (, <punct ki <mark so <cop lahko <advmod izhodišče >nmod (za <case nov <amod portfolio))) >punct .	1	4.6	ABCDEFGHIJKLMNOP	16	konča	A[Zapis] B[se] C[konča] D[z] E[načrti] F[za] G[naprej]H[,] I[ki] J[so] K[lahko] L[izhodišče] M[za] N[nov] O[portfolio]P[.] 	2.15	1.06	5	2.00	1.00	2.00
Zapisi <nsubj so >obl (v <case slogu) >punct :	1	4.6	ABCDE	5	so	A[Zapisi] B[so] C[v] D[slogu]E[:] 	1.33	0.61	3	1.00	1.00	1.00
Zaplete <obj neposredno <advmod povzroča >nsubj debelost >parataxis (, <punct posredno <orphan pa <orphan mehanizmi >nmod (s <case skupnim <amod vzrokom) >acl (, <punct kot <mark so <cop (na >fixed primer) <advmod slaba <amod prehrana >conj (ali <cc pa <advmod nezdrav <amod življenjski <amod slog))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWX	24	povzroča	A[Zaplete] B[neposredno] C[povzroča] D[debelost]E[,] F[posredno] G[pa] H[mehanizmi] I[s] J[skupnim] K[vzrokom]L[,] M[kot] N[so] O[na] P[primer] Q[slaba] R[prehrana] S[ali] T[pa] U[nezdrav] V[življenjski] W[slog]X[.] 	2.85	1.00	5	2.00	1.00	2.00
Zapleti <nsubj se <expl lahko <advmod pojavijo >obl (zlasti <advmod pri <case starejših <amod osebah >conj (in <cc pri <case bolnikih >nmod (z <case drugimi <amod zdravstvenimi <amod problemi))) >punct .	1	4.6	ABCDEFGHIJKLMNOP	16	pojavijo	A[Zapleti] B[se] C[lahko] D[pojavijo] E[zlasti] F[pri] G[starejših] H[osebah] I[in] J[pri] K[bolnikih] L[z] M[drugimi] N[zdravstvenimi] O[problemi]P[.] 	2.29	1.19	5	1.00	1.00	1.00
Zapletov <nsubj (s <case tem) <obl še <advmod ni <cop konec >punct .	1	4.6	ABCDEFG	7	konec	A[Zapletov] B[s] C[tem] D[še] E[ni] F[konec]G[.] 	2.40	0.83	3	1.00	1.00	1.00
Zapodimo >expl se >advmod navzdol >punct .	1	4.6	ABCD	4	Zapodimo	A[Zapodimo] B[se] C[navzdol]D[.] 	1.50	0.06	2	1.00	1.00	1.00
Zaprl >aux sem >obj vrata >obl (za <case sabo) >punct .	1	4.6	ABCDEF	6	Zaprl	A[Zaprl] B[sem] C[vrata] D[za] E[sabo]F[.] 	2.00	0.00	3	1.00	1.00	1.00
Zaprl >obj jo >aux je >obl (v <case stranišče) >conj (in <cc (pred <case njo) <obl onaniral) >punct .	1	4.6	ABCDEFGHIJ	10	Zaprl	A[Zaprl] B[jo] C[je] D[v] E[stranišče] F[in] G[pred] H[njo] I[onaniral]J[.] 	2.62	0.07	4	2.00	2.00	1.00
Zaprosila >aux je >obl (za <case več <det vizumov) >conj (in <cc naposled <advmod dobila >obj japonskega) >punct .	1	4.6	ABCDEFGHIJ	10	Zaprosila	A[Zaprosila] B[je] C[za] D[več] E[vizumov] F[in] G[naposled] H[dobila] I[japonskega]J[.] 	2.38	0.17	3	2.00	2.00	1.00
Zaradi <case tistega >nmod (na <case cepljenju) >punct …	1	4.6	ABCDE	5	tistega	A[Zaradi] B[tistega] C[na] D[cepljenju]E[…] 	1.33	0.61	3	1.00	1.00	1.00
Zasačila >obj ju >aux je >nsubj (njena <det mama) >punct .	1	4.6	ABCDEF	6	Zasačila	A[Zasačila] B[ju] C[je] D[njena] E[mama]F[.] 	2.00	0.00	3	1.00	1.00	1.00
Zase <obl pa <advmod verjamem >ccomp (, <punct da <mark sem <aux bil <cop (iz <case časa) <obl pregnan >advmod le >advcl ((zato >punct , >fixed da) <mark bi <aux (iz <case njega) <obl naredil >obj (snov >nmod (svoje <det obsedenosti)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUV	22	verjamem	A[Zase] B[pa] C[verjamem]D[,] E[da] F[sem] G[bil] H[iz] I[časa] J[pregnan] K[le] L[zato]M[,] N[da] O[bi] P[iz] Q[njega] R[naredil] S[snov] T[svoje] U[obsedenosti]V[.] 	2.78	0.97	6	3.00	1.00	3.00
Zase <obl upam >ccomp (, <punct da <mark bodo <cop (reakcije >nmod ljudi >nmod (na <case moje <det delo)) <nsubj dobre >conj (in <cc da <mark bodo <aux nekaj <obj povedale >obl (o <case moji <det uspešnosti))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRST	20	upam	A[Zase] B[upam]C[,] D[da] E[bodo] F[reakcije] G[ljudi] H[na] I[moje] J[delo] K[dobre] L[in] M[da] N[bodo] O[nekaj] P[povedale] Q[o] R[moji] S[uspešnosti]T[.] 	3.35	0.55	5	3.00	2.00	1.50
Zasliševanje >punct !	1	4.6	AB	2	Zasliševanje	A[Zasliševanje]B[!] 	0.00	0.00	2	1.00	1.00	1.00
Zasnoval >obj jo >aux je >obl (na <case fragmentih >nmod (znamenitega <amod istoimenskega <amod dela >nmod (Sigmunda >flat Freuda) >acl (, <punct ki <mark je <aux (ob <case tej <det priložnosti) <obl tudi <advmod dočakalo >obj (prvi <amod knjižni <amod prevod >nmod (v <case slovenščino)) >obl (pri <case založbi >nmod (Studia >nmod humanitatis))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZAB	28	Zasnoval	A[Zasnoval] B[jo] C[je] D[na] E[fragmentih] F[znamenitega] G[istoimenskega] H[dela] I[Sigmunda] J[Freuda]K[,] L[ki] M[je] N[ob] O[tej] P[priložnosti] Q[tudi] R[dočakalo] S[prvi] T[knjižni] U[prevod] V[v] W[slovenščino] X[pri] Y[založbi] Z[Studia] A[humanitatis]B[.] 	2.48	0.70	7	2.00	1.00	2.00
Zategadelj <advmod si <expl (s <case svojim <det trenerjem >acl (, <punct ki <mark so <aux ga <obj (v <case Avstraliji) <obl neutemeljeno <advmod očrnili >obl (zaradi <case domnevne <amod dopinške <amod afere) >parataxis (( <punct Tureckij <nsubj zato <advmod zdaj <advmod toži >obj (avstralsko <amod plavalno <amod zvezo) >punct )) >punct ,)) <obl želi >obj (predvsem <advmod miru) >obl (v <case prijetnem <amod okolju >nmod (švicarskih <amod Alp)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJ	36	želi	A[Zategadelj] B[si] C[s] D[svojim] E[trenerjem]F[,] G[ki] H[so] I[ga] J[v] K[Avstraliji] L[neutemeljeno] M[očrnili] N[zaradi] O[domnevne] P[dopinške] Q[afere] R[(]S[Tureckij] T[zato] U[zdaj] V[toži] W[avstralsko] X[plavalno] Y[zvezo]Z[)]A[,] B[želi] C[predvsem] D[miru] E[v] F[prijetnem] G[okolju] H[švicarskih] I[Alp]J[.] 	5.03	1.75	6	3.00	2.00	1.50
Zatem <advmod sem <aux (v <case kratkem <amod času) <obl izgubila >obj (še <advmod dva <nummod dobra <amod sopotnika >conj (in <cc zaupnika >nmod (skozi <case življenje))) >punct .	1	4.6	ABCDEFGHIJKLMNO	15	izgubila	A[Zatem] B[sem] C[v] D[kratkem] E[času] F[izgubila] G[še] H[dva] I[dobra] J[sopotnika] K[in] L[zaupnika] M[skozi] N[življenje]O[.] 	2.23	1.38	5	1.00	1.00	1.00
Zatem <advmod so <aux se <expl odločili >ccomp (, <punct da <mark je <cop (po <case osmih <nummod letih) <obl že <advmod čas >obl (za <case nekaj <det novih <amod občinskih <amod stanovanj)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQR	18	odločili	A[Zatem] B[so] C[se] D[odločili]E[,] F[da] G[je] H[po] I[osmih] J[letih] K[že] L[čas] M[za] N[nekaj] O[novih] P[občinskih] Q[stanovanj]R[.] 	3.07	0.93	4	2.00	1.00	2.00
Zato <advmod se <expl je <aux sklonil >obl (k <case meni) >conj (in <cc me <iobj (z <case nebeško <amod milino) <obl poučil >obl (o <case skrivnostih >nmod (svoje <det ljubezni))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQ	17	sklonil	A[Zato] B[se] C[je] D[sklonil] E[k] F[meni] G[in] H[me] I[z] J[nebeško] K[milino] L[poučil] M[o] N[skrivnostih] O[svoje] P[ljubezni]Q[.] 	2.40	1.17	5	2.00	2.00	1.00
Zato <advmod so <aux se <expl (med <case drugim) <obl (devizne <amod rezerve >nmod države) <nsubj močno <advmod povečale >punct .	1	4.6	ABCDEFGHIJK	11	povečale	A[Zato] B[so] C[se] D[med] E[drugim] F[devizne] G[rezerve] H[države] I[močno] J[povečale]K[.] 	4.00	0.86	3	1.00	1.00	1.00
Zato <cc (hrana >amod (, <punct bogata >nmod (z <case vlakninami) >conj (in <cc z <case nizko <amod vsebnostjo >nmod maščobe)) >acl (, <punct ki <mark jo <obj (za <case vzdrževanje >nmod (primerne <amod telesne <amod teže)) <obl uživamo >nsubj odrasli >punct ,)) <nsubj ni <cop primerna >obl (za <case otroke >amod (, <punct mlajše >obl (od <case petih <nummod let))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEF	32	primerna	A[Zato] B[hrana]C[,] D[bogata] E[z] F[vlakninami] G[in] H[z] I[nizko] J[vsebnostjo] K[maščobe]L[,] M[ki] N[jo] O[za] P[vzdrževanje] Q[primerne] R[telesne] S[teže] T[uživamo] U[odrasli]V[,] W[ni] X[primerna] Y[za] Z[otroke]A[,] B[mlajše] C[od] D[petih] E[let]F[.] 	4.54	1.71	6	2.00	1.00	2.00
Zato <cc (kar <advmod naprej) <advmod razglaša >obj (svojo <det samostojnost >conj (in <cc neodvisnost)) >conj (, <punct (in >fixed to) <cc celó <advmod tedaj >acl (, <punct ko <mark sámo <obl sebe <obj prezira >conj (in <cc bi <aux se <obj najraje <advmod izničila))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWX	24	razglaša	A[Zato] B[kar] C[naprej] D[razglaša] E[svojo] F[samostojnost] G[in] H[neodvisnost]I[,] J[in] K[to] L[celó] M[tedaj]N[,] O[ko] P[sámo] Q[sebe] R[prezira] S[in] T[bi] U[se] V[najraje] W[izničila]X[.] 	2.55	1.25	5	3.00	2.00	1.50
Zato <cc (strokovnjaki >nmod (Oceanografskega <amod inštituta >nmod (iz <case Dubrovnika))) <nsubj domnevajo >ccomp (, <punct da <mark (te <det jadranske <amod morske <amod želve) <nsubj pravzaprav <advmod gnezdijo >obl (v <case Grčiji >acl (, <punct (od <case koder) <obl (del >nmod populacije) <nsubj redno <advmod migrira >obl (v <case hrvaške <amod vode >acl (, <punct kjer <mark se <expl tudi <advmod naseli >conj (in <cc se <expl (do <case grških <amod obal) <obl vrača >obl (le <advmod v <case času >nmod gnezdenja))))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQ	43	domnevajo	A[Zato] B[strokovnjaki] C[Oceanografskega] D[inštituta] E[iz] F[Dubrovnika] G[domnevajo]H[,] I[da] J[te] K[jadranske] L[morske] M[želve] N[pravzaprav] O[gnezdijo] P[v] Q[Grčiji]R[,] S[od] T[koder] U[del] V[populacije] W[redno] X[migrira] Y[v] Z[hrvaške] A[vode]B[,] C[kjer] D[se] E[tudi] F[naseli] G[in] H[se] I[do] J[grških] K[obal] L[vrača] M[le] N[v] O[času] P[gnezdenja]Q[.] 	2.71	1.79	9	5.00	2.00	2.50
Zato <cc (te <det dni) <obl ponuja >nsubj (središče >nmod Mokronoga) >obl (podobo >nmod gradbišča) >punct .	1	4.6	ABCDEFGHI	9	ponuja	A[Zato] B[te] C[dni] D[ponuja] E[središče] F[Mokronoga] G[podobo] H[gradbišča]I[.] 	1.57	1.21	3	1.00	1.00	1.00
Zato <cc Matilda <nsubj (v <case poljščini) <obl pozna >obj ((le <advmod nekaj) <det besed) >punct .	1	4.6	ABCDEFGHI	9	pozna	A[Zato] B[Matilda] C[v] D[poljščini] E[pozna] F[le] G[nekaj] H[besed]I[.] 	2.00	1.08	4	1.00	1.00	1.00
Zato <cc Warner <nsubj (kot <case neverjetno <advmod ironično) <obl ocenjuje >obj (samopodobo >nmod (tobačne <amod industrije >acl (, <punct ki <mark je <aux nedavno <advmod ((zdravstveno <advmod uničujoče) <amod posledice >nmod (rednega <amod kajenja)) <obj » <punct prevedla >punct « >obl (v <case ekonomski <amod jezik) >conj (- <punct in <cc jih <obj predstavila >obl (kot <case čisti <amod plus >acl (, <punct (od <case katerega) <obl ima >nsubj država >advmod lahko >obj (samo <advmod koristi >appos (( <punct prihranek >nmod (pri <case pokojninah) >punct ))))))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRS	45	ocenjuje	A[Zato] B[Warner] C[kot] D[neverjetno] E[ironično] F[ocenjuje] G[samopodobo] H[tobačne] I[industrije]J[,] K[ki] L[je] M[nedavno] N[zdravstveno] O[uničujoče] P[posledice] Q[rednega] R[kajenja] S[»]T[prevedla]U[«] V[v] W[ekonomski] X[jezik] Y[-] Z[in] A[jih] B[predstavila] C[kot] D[čisti] E[plus]F[,] G[od] H[katerega] I[ima] J[država] K[lahko] L[samo] M[koristi] N[(]O[prihranek] P[pri] Q[pokojninah]R[)]S[.] 	2.89	1.63	11	4.00	2.00	2.00
Zato <cc bi <aux vas <iobj prosila >ccomp (, <punct da <mark to <obj podprete) >parataxis (; <punct torej <orphan v <case korist >nmod (tistim <det podjetjem >acl (, <punct ki <mark so <aux sama <obl , <punct ((ne >fixed glede >fixed na) <case to >acl (, <punct da <mark bi <aux jih <obj kdo <nsubj prisiljeval >punct ,)) <obl že <advmod začela >obj investicije >conj (in <cc so <aux vložila >obj (precejšnja <amod sredstva >nmod (za <case odstranjevanje >nmod (lastnih <amod odpadkov >acl (, <punct ki <mark jih <obj najbolje <advmod poznajo)))))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUV	48	prosila	A[Zato] B[bi] C[vas] D[prosila]E[,] F[da] G[to] H[podprete]I[;] J[torej] K[v] L[korist] M[tistim] N[podjetjem]O[,] P[ki] Q[so] R[sama]S[,] T[ne] U[glede] V[na] W[to]X[,] Y[da] Z[bi] A[jih] B[kdo] C[prisiljeval]D[,] E[že] F[začela] G[investicije] H[in] I[so] J[vložila] K[precejšnja] L[sredstva] M[za] N[odstranjevanje] O[lastnih] P[odpadkov]Q[,] R[ki] S[jih] T[najbolje] U[poznajo]V[.] 	3.85	1.18	10	6.00	2.00	3.00
Zato <cc bodite <cop bolj <advmod diplomatski >conj (in <cc resnico <obj zavijte >obl (v <case vato)) >parataxis (manj <advmod bo <aux bolela) >punct .	1	4.6	ABCDEFGHIJKLM	13	diplomatski	A[Zato] B[bodite] C[bolj] D[diplomatski] E[in] F[resnico] G[zavijte] H[v] I[vato] J[manj] K[bo] L[bolela]M[.] 	2.36	1.03	4	3.00	3.00	1.00
Zato <cc izda >obj (to <det žensko >conj (in <cc svojo <det ljubezen >nmod (do <case nje))) >advcl (, <punct čeprav <mark mora >xcomp (si <iobj priznati)) >punct :	1	4.6	ABCDEFGHIJKMLNO	15	izda	A[Zato] B[izda] C[to] D[žensko] E[in] F[svojo] G[ljubezen] H[do] I[nje]J[,] K[čeprav] L[si] M[mora] N[priznati]O[:] 	2.42	0.71	5	3.00	1.00	3.00
Zato <cc je <aux (standardizacija >nmod bolnišnic) <nsubj upoštevala >obj ((tako >fixed imenovana) <advmod gravitacijska <amod območja >acl (, <punct (po <case katerih) <obl naj <advmod bi <aux (določeno <amod število >nmod (ljudi >nmod (z <case enega <nummod območja))) <nsubj prihajalo >obl (v <case določeno <amod bolnišnico))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUVWXY	25	upoštevala	A[Zato] B[je] C[standardizacija] D[bolnišnic] E[upoštevala] F[tako] G[imenovana] H[gravitacijska] I[območja]J[,] K[po] L[katerih] M[naj] N[bi] O[določeno] P[število] Q[ljudi] R[z] S[enega] T[območja] U[prihajalo] V[v] W[določeno] X[bolnišnico]Y[.] 	3.41	1.12	7	2.00	1.00	2.00
Zato <cc je <aux menil >ccomp (, <punct da <mark je <cop (glavna <amod naloga >nmod (vojaških <amod voditeljev)) <nsubj temeljita <amod priprava >nmod (vseh <det možnih <amod izidov)) >punct .	1	4.6	ABCDEFGHIJKLMNOP	16	menil	A[Zato] B[je] C[menil]D[,] E[da] F[je] G[glavna] H[naloga] I[vojaških] J[voditeljev] K[temeljita] L[priprava] M[vseh] N[možnih] O[izidov]P[.] 	3.08	0.71	5	2.00	1.00	2.00
Zato <cc je <aux morala >nsubj (nasprotna <amod udeleženka) >xcomp (uskladiti >obj (izhodiščne <amod plače >nmod (za <case obdobje >acl (, <punct ki <mark je <aux bilo <cop določeno >obl (v <case izreku >nmod (sodbe >nmod (sodišča >nmod (prve <amod stopnje)))))))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRSTUV	22	morala	A[Zato] B[je] C[morala] D[nasprotna] E[udeleženka] F[uskladiti] G[izhodiščne] H[plače] I[za] J[obdobje]K[,] L[ki] M[je] N[bilo] O[določeno] P[v] Q[izreku] R[sodbe] S[sodišča] T[prve] U[stopnje]V[.] 	1.79	1.44	10	3.00	1.00	3.00
Zato <cc je <aux vprašal >ccomp (, <punct kaj <obj ima >xcomp (mu <iobj ponuditi >nsubj (naš <det prijatelj))) >punct .	1	4.6	ABCDEGFHIJK	11	vprašal	A[Zato] B[je] C[vprašal]D[,] E[kaj] F[mu] G[ima] H[ponuditi] I[naš] J[prijatelj]K[.] 	1.88	0.96	5	3.00	1.00	3.00
Zato <cc je <aux včeraj <advmod sklicala >obj (sestanek >acl (, <punct (na <case katerem) <obl so <aux ugotavljali >ccomp (, <punct kako <advmod bi <aux prišli >obl (do <case najprimernejše <amod rešitve)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQR	18	sklicala	A[Zato] B[je] C[včeraj] D[sklicala] E[sestanek]F[,] G[na] H[katerem] I[so] J[ugotavljali]K[,] L[kako] M[bi] N[prišli] O[do] P[najprimernejše] Q[rešitve]R[.] 	2.07	1.28	6	3.00	1.00	3.00
Zato <cc je <aux začelo >xcomp (se <expl (v <case 80. <nummod letih) <obl povečevati >obl (, <punct najbolj <advmod v <case sloju >nmod (uslužbencev >nmod (s <case (srednjo >conj (, <punct višjo) >conj (in <cc visoko)) <amod izobrazbo)))) >nsubj (število >amod (religiozno <advmod opredeljenih)) >punct .	1	4.6	ACGBDEFHLMNOPQRSTUVWIJKX	24	začelo	A[Zato] B[se] C[je] D[v] E[80.] F[letih] G[začelo] H[povečevati] I[število] J[religiozno] K[opredeljenih]L[,] M[najbolj] N[v] O[sloju] P[uslužbencev] Q[s] R[srednjo]S[,] T[višjo] U[in] V[visoko] W[izobrazbo]X[.] 	3.15	1.32	8	2.00	1.00	2.00
Zato <cc je <cop (merjenje >nmod uspeha >nmod (samo <advmod po <case statističnih <amod podatkih)) <nsubj vprašljivo >punct .	1	4.6	ABCDEFGHIJ	10	vprašljivo	A[Zato] B[je] C[merjenje] D[uspeha] E[samo] F[po] G[statističnih] H[podatkih] I[vprašljivo]J[.] 	4.12	0.72	4	1.00	1.00	1.00
Zato <cc je <cop (vprašanje >nmod (javnega <amod nadzora >nmod (nad <case uporabo >nmod (tveganih <amod tehnologij)))) <nsubj temeljno <amod vprašanje >nmod (demokracije >nmod (sodobnega <amod sveta)) >punct .	1	4.6	ABCDEFGHIJKLMNO	15	vprašanje	A[Zato] B[je] C[vprašanje] D[javnega] E[nadzora] F[nad] G[uporabo] H[tveganih] I[tehnologij] J[temeljno] K[vprašanje] L[demokracije] M[sodobnega] N[sveta]O[.] 	3.15	1.33	6	1.00	1.00	1.00
Zato <cc je <cop mogoče >csubj ((po <case Ljubljani) <obl videti >obj (plakate >acl (, <punct ki <mark vabijo >obl (na <case koroško <amod gavdo) >obl (4. <nummod decembra)) >conj (in <cc druge >acl (, <punct ki <mark (koroško <amod gavdo) <obj napovedujejo >obl (za <case 18. <nummod december))))) >punct .	1	4.6	ABECDFGHIJKLMNOPQRSTUVWXYZ	26	mogoče	A[Zato] B[je] C[po] D[Ljubljani] E[mogoče] F[videti] G[plakate]H[,] I[ki] J[vabijo] K[na] L[koroško] M[gavdo] N[4.] O[decembra] P[in] Q[druge]R[,] S[ki] T[koroško] U[gavdo] V[napovedujejo] W[za] X[18.] Y[december]Z[.] 	2.50	1.43	7	4.00	1.00	4.00
Zato <cc je <cop povsem <advmod normalno >csubj (, <punct da <mark je <cop stavka <nsubj (v <case državnih <amod organih) <obl omejena) >punct .	1	4.6	ABCDEFGHIJKLM	13	normalno	A[Zato] B[je] C[povsem] D[normalno]E[,] F[da] G[je] H[stavka] I[v] J[državnih] K[organih] L[omejena]M[.] 	3.30	0.65	4	2.00	1.00	2.00
Zato <cc je <cop povsem <advmod verjetno >csubj (, <punct da <mark bodo <aux šli >obl (v <case SLS) >advmod mirno >advmod naprej >advcl (, <punct (kot >fixed da) <mark se <expl ni <aux nič <nsubj zgodilo)) >punct .	1	4.6	ABCDEFGHIJKLMNOPQRST	20	verjetno	A[Zato] B[je] C[povsem] D[verjetno]E[,] F[da] G[bodo] H[šli] I[v] J[SLS] K[mirno] L[naprej]M[,] N[kot] O[da] P[se] Q[ni] R[nič] S[zgodilo]T[.] 	2.88	1.02	5	3.00	1.00	3.00
Zato <cc je <cop težje >csubj (sprejemati >obj (spolno <amod ljubezen)) >parataxis (; <punct ta <nsubj sili >obj človeka >obl (k <case ljubezenski <amod dejavnosti)) >punct .	1	4.6	ABCDEFGHIJKLMN	14	težje	A[Zato] B[je] C[težje] D[sprejemati] E[spolno] F[ljubezen]G[;] H[ta] I[sili] J[človeka] K[k] L[ljubezenski] M[dejavnosti]N[.] 	2.00	1.06	4	3.00	2.00	1.50
Zato <cc je >advmod treba >csubj ((pri <case načrtovanju >nmod (jezikovnega <amod življenja >nmod EU)) <obl določiti >obj (znatna <amod dodatna <amod sredstva >nmod (za <case prevajalske <amod sisteme >nmod (majhnih <amod narodov)))) >punct .	1	4.6	ABCDEFGHIJKLMNOPQR	18	je	A[Zato] B[je] C[treba] D[pri] E[načrtovanju] F[jezikovnega] G[življenja] H[EU] I[določiti] J[znatna] K[dodatna] L[sredstva] M[za] N[prevajalske] O[sisteme] P[majhnih] Q[narodov]R[.] 	2.06	1.01	6	2.00	1.00	2.00
